"010044184029";0;8;"2018-02-21";3;"1915";1;2;0;2;1;2;209;0;0;0;1000;2;1;01;1;6;1;3;1;0;0;00;1;02;00;;3;02;"16";3;0;1;0;1;3;1000;2;1;1;"-750923,019";"-1008688,675";"-750921,412";"-1008687,069";"-750916,582";"-1008684,336";"";"";"";"dálnice";"D8";"1362303";"";"Souhlasnýsesmìremúseku";"Pomalý";"565881";"";"GN_V0.1UIR-ADR_410";"2"
"010044184032";0;8;"2018-03-06";2;"2257";3;0;9;2;1;2;204;0;0;0;1000;2;8;01;5;7;1;3;1;0;0;00;1;01;00;;3;35;"17";1;1;1;0;1;1;150;2;1;1;"-749190,888";"-1011982,666";"-749190,888";"-1011982,666";"-749194,209";"-1011984,002";"";"";"";"dálnice";"D8";"1361227";"";"Souhlasnýsesmìremúseku";"Pomalý";"565300";"";"GN_V0.1UIR-ADR_410";"2"
"010044184035";0;8;"2018-03-14";3;"1050";2;0;0;2;1;0;508;0;0;0;1500;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"-759141,553";"-998564,278";"-759141,553";"-998564,278";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184040";0;8;"2018-03-22";4;"2560";3;0;3;2;1;0;516;0;0;0;50;2;3;01;1;6;1;3;4;0;0;00;1;01;00;;3;39;"05";1;0;3;0;1;1;0;9;;;"-761190,424";"-994698,118";"-761190,424";"-994698,118";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184041";0;8;"2018-03-26";1;"0725";9;0;0;2;1;2;209;0;0;0;300;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;39;"17";12;0;0;0;1;1;300;2;1;1;"-750876,62";"-1008729,648";"-750876,62";"-1008729,648";"-750877,402";"-1008730,052";"";"";"";"dálnice";"D8";"2251419";"";"Souhlasnýsesmìremúseku";"Pomalý";"565881";"";"GN_V0.1UIR-ADR_410";"2"
"010044184045";0;8;"2018-04-03";2;"0030";3;0;4;2;1;2;508;0;0;0;800;2;1;01;1;6;1;3;3;0;0;00;1;01;00;;3;12;"11";1;0;0;0;1;3;400;2;2;1;"-749192,994";"-1012050,756";"-749192,994";"-1012050,756";"-749182,966";"-1012046,945";"";"";"";"dálnice";"D8";"3069842";"";"Souhlasnýsesmìremúseku";"Pomalý";"565300";"";"GN_V0.1UIR-ADR_410";"2"
"010044184047";0;8;"2018-04-05";4;"1000";3;0;5;2;1;2;516;0;0;0;200;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;4;39;"07";3;0;0;0;1;1;0;2;1;1;"-759038,194";"-998834,592";"-759038,194";"-998834,592";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184048";0;8;"2018-04-05";4;"1730";3;0;9;2;1;2;209;0;0;0;420;2;3;01;3;1;1;3;1;0;0;00;1;01;00;;3;39;"03";1;1;1;0;1;3;400;2;1;1;"-751602,778";"-1007603,977";"-751602,778";"-1007603,977";"-751593,366";"-1007598,668";"";"";"";"dálnice";"D8";"1361087";"";"Souhlasnýsesmìremúseku";"Pomalý";"565032";"";"GN_V0.1UIR-ADR_410";"2"
"010044184049";0;8;"2018-04-07";6;"1215";0;0;0;2;1;2;516;0;0;0;810;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;4;13;"07";1;0;1;0;1;1;0;3;1;1;"-752055,354";"-1006324,182";"-752055,354";"-1006324,182";"-752059,784";"-1006325,329";"";"";"";"dálnice";"D8";"709664";"";"Souhlasnýsesmìremúseku";"Pomalý";"565474";"";"GN_V0.1UIR-ADR_410";"2"
"010044184057";0;8;"2018-04-16";1;"1340";0;0;0;1;1;2;508;0;0;1;0;2;3;01;4;1;1;0;1;0;0;00;1;01;00;;3;12;"11";1;0;0;0;1;3;400;2;2;1;"-760575,401";"-996371,973";"-760575,401";"-996371,973";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184060";0;8;"2018-04-21";6;"1230";3;0;9;2;1;2;511;0;0;0;350;2;1;01;1;1;1;3;8;0;0;00;1;01;00;;3;47;"15";1;0;1;0;1;3;300;2;1;1;"-753619,277";"-1002940,166";"-753619,277";"-1002940,166";"-753612,789";"-1002935,008";"";"";"";"dálnice";"D8";"709607";"";"Souhlasnýsesmìremúseku";"Pomalý";"565342";"";"GN_V0.1UIR-ADR_410";"2"
"010044184061";0;8;"2018-04-21";6;"1755";3;0;4;2;1;2;203;0;0;0;1050;2;1;01;1;1;1;3;1;0;0;00;1;01;00;;3;26;"11";1;0;1;0;1;1;600;2;1;1;"-760864,848";"-995794,311";"-760864,848";"-995794,311";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184064";0;8;"2018-04-24";2;"0015";3;0;9;2;1;2;508;0;0;0;350;2;3;01;1;4;1;3;0;0;0;09;1;01;00;;7;35;"08";9;0;1;0;1;1;0;4;1;1;"-760529,942";"-996388,547";"-760529,942";"-996388,547";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184067";0;8;"2018-04-27";5;"2560";1;2;0;2;1;2;508;0;0;0;500;2;1;01;1;4;1;3;0;0;0;09;1;02;00;;17;;"XX";;;;;;;0;;;;"-760688,605";"-996368,006";"-760688,605";"-996368,006";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184074";0;8;"2018-05-10";4;"1417";3;0;9;2;1;2;508;0;0;0;100;3;1;01;1;1;1;3;1;0;0;00;1;01;00;;7;10;"08";3;0;1;0;1;1;0;3;1;1;"-760559,402";"-996413,227";"-760559,402";"-996413,227";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184082";0;8;"2018-05-31";4;"0950";1;4;0;1;1;2;503;0;0;1;1050;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;5;19;"07";1;0;1;1;1;1;500;2;1;1;"-757586,669";"-1000751,915";"-757586,669";"-1000751,915";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184092";0;8;"2018-06-13";3;"1545";1;4;0;2;1;2;203;0;0;0;270;2;1;01;1;1;1;3;1;0;0;00;1;04;00;;6;10;"07";9;0;0;0;1;3;0;3;1;1;"-752164,225";"-1005986,375";"-752164,225";"-1005986,375";"-752154,975";"-1005984,088";"";"";"";"dálnice";"D8";"1362273";"";"Souhlasnýsesmìremúseku";"Pomalý";"565474";"";"GN_V0.1UIR-ADR_410";"2"
"010044184093";0;8;"2018-06-13";3;"1660";1;3;0;2;1;2;516;0;0;0;200;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;4;07;"01";1;0;0;0;1;1;0;9;;;"-749533,341";"-1011374,846";"-749533,341";"-1011374,846";"-749528,21";"-1011371,567";"";"";"";"dálnice";"D8";"1587959";"";"Souhlasnýsesmìremúseku";"Pomalý";"565881";"";"GN_V0.1UIR-ADR_410";"2"
"010044184094";0;8;"2018-06-14";4;"2020";9;0;0;2;1;2;203;0;0;0;1600;2;1;01;1;6;1;3;1;0;0;00;1;01;00;;6;19;"06";9;1;0;0;1;3;200;3;1;1;"-756717,712";"-1001185,366";"-756717,712";"-1001185,366";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184097";0;8;"2018-06-21";4;"1340";3;0;9;2;1;2;508;0;0;0;60;2;1;01;1;1;1;3;1;0;0;09;1;01;00;;3;47;"86";9;0;0;0;1;1;10;4;1;1;"-760517,089";"-996385,881";"-760517,089";"-996385,881";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"010044184100";0;8;"2018-06-25";1;"0625";3;0;9;1;1;2;209;0;0;1;1550;2;3;01;3;3;1;3;3;0;0;00;1;01;00;;3;39;"12";3;1;1;0;1;1;1500;2;1;1;"-757974,288";"-1000469,486";"-757974,288";"-1000469,486";"";"";"";"";"";"";"";"";"";"";"";"";"";"GN_V0.1UIR-ADR_410";"2"
"040040180001";0;8;"2018-01-01";1;"1620";5;0;0;2;4;0;100;0;0;0;115;2;1;01;1;2;1;3;1;0;0;00;1;01;00;;3;47;"16";1;0;1;0;1;3;100;2;1;1;"";"";"-764753,145";"-984042,835";"-764755,724";"-984046,485";"";"";"";"dálnice";"D8";"3198249";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180002";0;8;"2018-01-02";2;"1130";3;0;3;2;1;2;510;0;0;0;700;2;3;01;1;1;1;0;3;0;0;00;3;01;00;;3;02;"08";1;1;1;0;1;3;600;2;1;1;"-766498,511";"-972284,884";"-766456,074";"-972357,403";"-766455,005";"-972356,809";"";"";"";"dálnice";"D8";"1436110";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180003";0;8;"2018-01-03";3;"0820";3;0;3;2;1;2;204;0;0;0;250;2;5;01;5;3;1;3;1;0;0;00;1;01;00;;3;47;"14";9;1;1;0;1;1;200;2;1;0;"";"";"-765996,9";"-970575,643";"-766000,463";"-970575,19";"";"";"";"dálnice";"D8";"1696984";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180004";0;8;"2018-01-03";3;"0910";3;0;9;2;1;2;204;0;0;0;2000;2;5;01;5;3;0;3;1;0;0;00;1;01;00;;3;39;"14";3;0;1;0;1;3;1500;2;1;1;"";"";"-765802,262";"-973960,804";"-765802,245";"-973960,789";"";"";"";"dálnice";"D8";"1359002";"";"Souhlasnýsesmìremúseku";"Pomalý";"568007";"";"GN_V0.1UIR-ADR_410";"2"
"040040180005";0;8;"2018-01-04";4;"0555";5;0;0;2;4;0;100;0;0;0;550;2;3;01;1;6;1;3;1;0;0;05;3;01;00;;3;39;"16";3;0;0;0;1;3;500;2;1;1;"";"";"-765335,233";"-974531,871";"-765331,544";"-974531,566";"";"";"";"dálnice";"D8";"1436100";"";"Souhlasnýsesmìremúseku";"Pomalý";"568015";"";"GN_V0.1UIR-ADR_410";"2"
"040040180006";6;;"2018-01-09";2;"0720";3;0;9;2;1;2;508;0;0;0;20;3;1;01;1;4;1;0;0;0;0;08;1;01;00;;3;39;"08";12;0;1;0;1;5;20;2;1;1;"-766498,867";"-972292,811";"-761096,598";"-975964,866";"-761107,799";"-975965,62";"ÚstínadLabem";"Horova";"";"místníkomunikace";"";"3333284";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"617164";"GN_V0.1UIR-ADR_410";"1"
"040040180007";0;8;"2018-01-09";2;"0955";1;2;0;2;1;2;508;0;0;0;800;2;1;01;1;1;1;3;1;0;0;05;1;02;00;;3;39;"17";3;0;1;0;1;1;500;2;2;1;"-766430,833";"-980347,691";"-766430,833";"-980347,691";"-766423,397";"-980356,475";"";"";"";"místníkomunikace";"";"1304945";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180008";0;8;"2018-01-10";3;"0810";3;0;9;2;1;2;508;0;0;0;510;2;3;01;1;1;1;3;0;0;0;09;1;01;00;;7;62;"11";6;0;1;0;1;3;0;4;1;1;"";"";"-764898,676";"-969635,473";"-764905,534";"-969636,564";"";"";"";"místníkomunikace";"";"832247";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180009";0;8;"2018-01-10";3;"1455";1;2;0;2;1;2;508;0;0;0;2200;2;1;01;1;1;1;3;1;0;0;00;1;03;00;;3;39;"04";1;0;1;1;1;1;500;3;1;1;"";"";"-766250,314";"-980161,998";"-766247,38";"-980164,891";"";"";"";"dálnice";"D8";"3069552";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180010";0;8;"2018-01-11";4;"1145";5;0;0;2;4;0;100;0;0;0;100;2;3;01;2;3;1;3;1;0;0;00;1;01;00;;3;39;"14";3;0;1;0;1;3;100;2;1;1;"-767006,282";"-981841,317";"-766996,042";"-981833,233";"-766996,302";"-981833,406";"";"";"";"dálnice";"D8";"3198275";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180011";6;;"2018-01-12";5;"0835";3;0;3;2;1;2;508;0;0;0;205;2;3;01;1;1;1;3;0;0;0;00;1;01;00;;3;47;"16";8;0;1;0;1;5;200;4;1;1;"-766519,709";"-980410,868";"-766519,709";"-980410,868";"-766520,968";"-980404,523";"";"";"";"místníkomunikace";"";"3511495";"";"";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180012";6;;"2018-01-12";5;"1245";2;0;0;2;1;2;509;0;0;0;350;2;3;01;1;1;1;0;1;0;0;09;1;02;00;;5;19;"08";2;0;1;0;1;5;300;3;1;1;"";"";"-764884,052";"-969671,981";"-764884,387";"-969669,469";"";"";"";"místníkomunikace";"";"832233";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180013";1;63;"2018-01-12";5;"1435";3;0;4;2;1;2;508;0;0;0;510;2;0;01;1;1;1;3;1;0;0;00;2;01;00;;3;32;"11";1;0;1;0;1;3;500;2;1;1;"-773110,855";"-978610,526";"-773110,855";"-978610,526";"-773109,02";"-978608,91";"";"";"";"silnice1.tøídy";"63";"1306335";"";"Souhlasnýsesmìremúseku";"Pomalý";"567477";"";"GN_V0.1UIR-ADR_410";"2"
"040040180014";0;8;"2018-01-12";5;"2305";2;0;0;2;1;0;502;0;0;0;50;2;1;01;1;4;1;0;8;0;0;00;1;02;00;;17;;"XX";;;;;;;0;;;;"";"";"-764999,331";"-969706,458";"-764999,389";"-969705,974";"";"";"";"dálnice";"D8";"832227";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180015";0;8;"2018-01-13";6;"1900";5;0;0;2;4;0;100;0;0;0;540;2;1;01;1;6;1;3;1;0;0;00;1;01;00;;3;32;"17";1;0;1;0;1;3;500;2;1;1;"";"";"-766208,988";"-971411,499";"-766206,61";"-971412,999";"";"";"";"dálnice";"D8";"1358860";"";"Souhlasnýsesmìremúseku";"Pomalý";"568015";"";"GN_V0.1UIR-ADR_410";"2"
"040040180016";0;8;"2018-01-14";0;"0852";1;4;0;1;1;2;508;0;0;1;2210;2;1;01;1;1;1;3;1;2;0;05;1;03;00;;3;47;"03";9;0;1;0;1;1;500;2;2;1;"";"";"-762721,554";"-965619,955";"-762724,94";"-965626,746";"";"";"";"dálnice";"D8";"2251545";"";"Souhlasnýsesmìremúseku";"Pomalý";"568147";"";"GN_V0.1UIR-ADR_410";"2"
"040040180017";0;8;"2018-01-18";4;"1225";3;0;4;2;1;2;204;0;0;0;1000;2;5;01;5;3;1;3;1;0;0;00;1;01;00;;5;26;"17";3;1;1;0;1;1;800;3;1;1;"-765520,203";"-962659,364";"-765520,203";"-962659,364";"-765517,697";"-962655,833";"";"";"";"dálnice";"D8";"1650486";"";"Souhlasnýsesmìremúseku";"Pomalý";"568147";"";"GN_V0.1UIR-ADR_410";"2"
"040040180018";0;8;"2018-01-20";6;"1415";3;0;4;2;1;2;508;0;0;0;550;2;3;01;1;1;1;3;1;0;0;00;3;01;00;;3;47;"09";1;0;1;0;1;3;500;2;1;1;"";"";"-764375,575";"-976699,431";"-764377,36";"-976700,15";"";"";"";"dálnice";"D8";"1359149";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"622231";"GN_V0.1UIR-ADR_410";"2"
"040040180019";0;8;"2018-01-23";2;"0015";1;2;0;2;1;2;504;0;0;0;1000;2;8;01;5;5;1;3;1;0;0;00;1;02;00;;7;62;"16";9;1;1;0;1;1;0;3;1;1;"";"";"-764813,067";"-969711,634";"-764812,155";"-969718,976";"";"";"";"místníkomunikace";"";"832256";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180020";0;8;"2018-01-23";2;"0040";3;0;9;2;1;2;504;0;0;0;50;2;8;12;6;4;1;1;8;0;0;08;1;01;00;;3;47;"17";8;0;1;0;1;3;50;2;1;1;"-765055,491";"-969680,921";"-765055,491";"-969680,921";"-765054,371";"-969690,943";"";"";"";"místníkomunikace";"";"832242";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180021";0;8;"2018-01-23";2;"1730";3;0;3;2;1;2;204;0;0;0;270;2;3;01;3;6;1;0;4;0;0;00;3;01;00;;3;31;"04";1;1;1;0;1;1;250;2;1;1;"-764241,995";"-977142,138";"-764241,995";"-977142,138";"-764248,177";"-977130,516";"";"";"";"dálnice";"D8";"1436082";"";"Souhlasnýsesmìremúseku";"Pomalý";"553697";"";"GN_V0.1UIR-ADR_410";"2"
"040040180022";0;8;"2018-01-24";3;"0130";1;4;0;2;1;2;508;0;0;0;2300;2;3;01;3;7;1;3;1;0;0;05;1;02;00;;5;12;"14";9;0;1;0;1;3;2000;2;1;1;"-765022,224";"-983911,969";"-765022,224";"-983911,969";"-765016,943";"-983901,073";"";"";"";"dálnice";"D8";"3198249";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180023";0;8;"2018-01-27";6;"1835";5;0;0;2;4;0;100;0;0;0;730;2;3;01;0;7;1;3;1;0;0;00;1;01;00;;3;04;"12";1;0;1;0;1;1;700;2;1;1;"-767049,255";"-981726,375";"-767049,255";"-981726,375";"-767049,367";"-981726,442";"";"";"";"dálnice";"D8";"3198273";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180024";0;8;"2018-01-29";1;"0210";1;4;0;2;1;2;508;0;0;0;5000;2;1;01;1;6;1;0;1;0;0;00;1;02;00;;5;32;"17";3;1;1;0;1;3;3000;2;2;1;"";"";"-766324,37";"-972646,189";"-766323,846";"-972645,915";"";"";"";"dálnice";"D8";"3532608";"";"Souhlasnýsesmìremúseku";"Pomalý";"568007";"";"GN_V0.1UIR-ADR_410";"2"
"040040180025";0;8;"2018-01-29";1;"1455";3;0;4;2;1;2;203;0;0;0;6600;2;1;01;1;1;1;3;1;0;0;00;2;01;00;;6;44;"14";1;1;1;0;1;1;6500;3;1;1;"";"";"-766455,499";"-971958,425";"-766460,293";"-971957,565";"";"";"";"dálnice";"D8";"832198";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180026";1;63;"2018-02-04";0;"1745";5;0;0;2;4;0;100;0;0;0;150;2;3;01;3;7;1;3;1;0;0;05;1;01;00;;3;35;"17";1;0;1;0;1;1;150;3;1;1;"";"";"-769608,79";"-980148,589";"-769607,686";"-980146,164";"";"";"";"silnice1.tøídy";"63";"1591812";"";"Souhlasnýsesmìremúseku";"Pomalý";"567809";"";"GN_V0.1UIR-ADR_410";"2"
"040040180027";0;8;"2018-02-09";5;"0605";1;4;0;1;1;2;503;0;0;1;650;2;1;01;1;6;1;3;1;0;0;00;1;03;00;;3;13;"11";1;0;1;1;1;1;300;2;1;1;"-766395,894";"-980312,041";"-766395,894";"-980312,041";"-766398,938";"-980308,42";"";"";"";"dálnice";"D8";"3069851";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180028";0;8;"2018-02-09";5;"0610";1;4;0;1;1;2;201;0;0;1;1700;2;1;01;1;6;1;3;1;0;0;00;1;02;00;;3;32;"16";1;0;1;1;1;1;1500;2;1;1;"-766395,894";"-980312,041";"-766395,894";"-980312,041";"-766398,938";"-980308,42";"";"";"";"dálnice";"D8";"3069851";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180029";0;8;"2018-02-09";5;"0610";1;4;0;2;1;2;201;0;0;0;1830;2;1;01;1;6;1;3;1;0;0;00;1;02;00;;3;39;"16";3;0;1;0;1;1;1500;2;1;1;"-766395,894";"-980312,041";"-766395,894";"-980312,041";"-766398,938";"-980308,42";"";"";"";"dálnice";"D8";"3069851";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180030";0;8;"2018-02-09";5;"0610";1;4;0;2;1;2;503;0;0;0;2550;2;1;01;1;6;1;3;1;0;0;00;1;04;00;;5;19;"12";1;0;1;0;1;1;700;2;1;1;"-766395,894";"-980312,041";"-766395,894";"-980312,041";"-766398,938";"-980308,42";"";"";"";"dálnice";"D8";"3069851";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180031";0;8;"2018-02-11";0;"1830";5;0;0;2;4;0;100;0;0;0;310;2;1;01;1;6;1;3;1;0;0;05;1;01;00;;3;17;"15";1;0;1;0;1;3;300;2;1;1;"";"";"-764619,103";"-978676,759";"-764619,048";"-978676,77";"";"";"";"dálnice";"D8";"1306468";"";"Souhlasnýsesmìremúseku";"Pomalý";"553697";"";"GN_V0.1UIR-ADR_410";"2"
"040040180032";0;8;"2018-02-12";1;"2020";5;0;0;2;4;0;100;0;0;0;130;2;3;01;0;7;1;3;1;0;0;05;1;01;00;;3;35;"12";1;0;1;0;1;3;100;4;1;1;"";"";"-762300,686";"-968445,392";"-762301,647";"-968444,807";"";"";"";"dálnice";"D8";"3531882";"";"Souhlasnýsesmìremúseku";"Pomalý";"568058";"";"GN_V0.1UIR-ADR_410";"2"
"040040180033";0;8;"2018-02-19";1;"0800";1;1;0;2;1;2;516;0;0;0;100;2;1;01;1;1;1;3;1;0;0;00;1;02;00;;7;19;"15";6;0;1;0;1;1;0;3;1;1;"-765900,729";"-979900,628";"-765920,604";"-979891,496";"-765919,945";"-979892,645";"";"";"";"dálnice";"D8";"134795";"";"Souhlasnýsesmìremúseku";"Pomalý";"568201";"";"GN_V0.1UIR-ADR_410";"2"
"040040180034";0;8;"2018-02-28";3;"1730";2;0;0;2;1;2;504;0;0;0;150;2;1;01;1;1;1;0;1;0;0;08;1;02;00;;7;62;"14";3;0;3;0;1;1;0;3;1;1;"";"";"-764847,556";"-969720,171";"-764847,297";"-969722,692";"";"";"";"místníkomunikace";"";"2686883";"";"Souhlasnýsesmìremúseku";"Pomalý";"554804";"";"GN_V0.1UIR-ADR_410";"2"
"040040180035";0;8;"2018-03-06";2;"1945";3;0;4;2;1;2;204;0;0;0;1600;2;5;01;5;7;1;3;1;0;0;00;1;01;00;;3;26;"17";9;1;1;0;1;3;1500;2;1;1;"-765729,798";"-990447,011";"-765729,798";"-990447,011";"-765722,719";"-990444,179";"";"";"";"dálnice";"D8";"2542112";"";"Souhlasnýsesmìremúseku";"Pomalý";"565849";"";"GN_V0.1UIR-ADR_410";"2"
